{9}	{8}	13.80	49.64
{19}	{4}	6.60	27.50
{4}	{19}	6.60	26.83
{16}	{19}	11.80	27.83
{19}	{16}	11.80	49.17
{0}	{15}	9.00	33.58
{15}	{0}	9.00	32.14
{0}	{14}	7.60	28.36
{14}	{0}	7.60	29.69
{17}	{10}	7.20	30.25
{10}	{17}	7.20	24.83
{1}	{4}	9.20	30.87
{4}	{1}	9.20	37.40
{10}	{15}	8.80	30.34
{15}	{10}	8.80	31.43
{4}	{6}	6.60	26.83
{6}	{4}	6.60	29.20
{18}	{15}	7.60	27.54
{15}	{18}	7.60	27.14
{8}	{14}	11.20	24.78
{14}	{8}	11.20	43.75
{17}	{12}	6.80	28.57
{12}	{17}	6.80	27.87
{17}	{5}	6.40	26.89
{5}	{17}	6.40	25.40
{16}	{4}	10.60	25.00
{4}	{16}	10.60	43.09
{0}	{11}	9.20	34.33
{11}	{0}	9.20	33.58
{16}	{6}	10.80	25.47
{6}	{16}	10.80	47.79
{8}	{19}	13.20	29.20
{19}	{8}	13.20	55.00
{9}	{4}	9.00	32.37
{4}	{9}	9.00	36.59
{11}	{6}	7.40	27.01
{6}	{11}	7.40	32.74
{9}	{6}	6.80	24.46
{6}	{9}	6.80	30.09
{18}	{7}	7.00	25.36
{7}	{18}	7.00	29.17
{0}	{6}	6.80	25.37
{6}	{0}	6.80	30.09
{10}	{7}	6.00	20.69
{7}	{10}	6.00	25.00
{16}	{11}	12.20	28.77
{11}	{16}	12.20	44.53
{3}	{13}	9.00	30.00
{13}	{3}	9.00	30.41
{0}	{4}	5.60	20.90
{4}	{0}	5.60	22.76
{8}	{1}	15.40	34.07
{1}	{8}	15.40	51.68
{5}	{6}	6.20	24.60
{6}	{5}	6.20	27.43
{17}	{4}	5.60	23.53
{4}	{17}	5.60	22.76
{12}	{6}	6.00	24.59
{6}	{12}	6.00	26.55
{18}	{6}	7.20	26.09
{6}	{18}	7.20	31.86
{0}	{7}	7.40	27.61
{7}	{0}	7.40	30.83
{1}	{3}	10.80	36.24
{3}	{1}	10.80	36.00
{11}	{13}	9.80	35.77
{13}	{11}	9.80	33.11
{16}	{14}	11.00	25.94
{14}	{16}	11.00	42.97
{17}	{11}	7.20	30.25
{11}	{17}	7.20	26.28
{11}	{15}	9.80	35.77
{15}	{11}	9.80	35.00
{19}	{6}	6.20	25.83
{6}	{19}	6.20	27.43
{1}	{13}	10.20	34.23
{13}	{1}	10.20	34.46
{8}	{0}	11.80	26.11
{0}	{8}	11.80	44.03
{3}	{15}	7.60	25.33
{15}	{3}	7.60	27.14
{12}	{14}	7.80	31.97
{14}	{12}	7.80	30.47
{8}	{17}	12.00	26.55
{17}	{8}	12.00	50.42
{13}	{7}	7.60	25.68
{7}	{13}	7.60	31.67
{5}	{14}	7.20	28.57
{14}	{5}	7.20	28.12
{12}	{15}	8.20	33.61
{15}	{12}	8.20	29.29
{10}	{3}	8.40	28.97
{3}	{10}	8.40	28.00
{10}	{14}	8.40	28.97
{14}	{10}	8.40	32.81
{19}	{13}	7.40	30.83
{13}	{19}	7.40	25.00
{9}	{2, 6}	2.00	7.19
{2}	{9, 6}	2.00	7.58
{6}	{9, 2}	2.00	8.85
{9, 2}	{6}	2.00	27.78
{9, 6}	{2}	2.00	29.41
{2, 6}	{9}	2.00	27.03
{2}	{19, 15}	3.00	11.36
{19}	{2, 15}	3.00	12.50
{15}	{2, 19}	3.00	10.71
{2, 19}	{15}	3.00	38.46
{2, 15}	{19}	3.00	34.88
{19, 15}	{2}	3.00	42.86
{8}	{10, 12}	3.40	7.52
{10}	{8, 12}	3.40	11.72
{12}	{8, 10}	3.40	13.93
{8, 10}	{12}	3.40	25.37
{8, 12}	{10}	3.40	28.81
{10, 12}	{8}	3.40	43.59
{7}	{13, 15}	2.40	10.00
{13}	{15, 7}	2.40	8.11
{15}	{13, 7}	2.40	8.57
{13, 7}	{15}	2.40	31.58
{15, 7}	{13}	2.40	40.00
{13, 15}	{7}	2.40	26.09
{17}	{10, 14}	1.80	7.56
{10}	{17, 14}	1.80	6.21
{14}	{17, 10}	1.80	7.03
{17, 10}	{14}	1.80	25.00
{17, 14}	{10}	1.80	31.03
{10, 14}	{17}	1.80	21.43
{8}	{2, 7}	3.40	7.52
{2}	{8, 7}	3.40	12.88
{7}	{8, 2}	3.40	14.17
{8, 2}	{7}	3.40	25.37
{8, 7}	{2}	3.40	29.31
{2, 7}	{8}	3.40	56.67
{16}	{14, 6}	3.20	7.55
{14}	{16, 6}	3.20	12.50
{6}	{16, 14}	3.20	14.16
{16, 14}	{6}	3.20	29.09
{16, 6}	{14}	3.20	29.63
{14, 6}	{16}	3.20	50.00
{11}	{13, 6}	2.80	10.22
{13}	{11, 6}	2.80	9.46
{6}	{11, 13}	2.80	12.39
{11, 13}	{6}	2.80	28.57
{11, 6}	{13}	2.80	37.84
{13, 6}	{11}	2.80	38.89
{0}	{2, 4}	2.20	8.21
{2}	{0, 4}	2.20	8.33
{4}	{0, 2}	2.20	8.94
{0, 2}	{4}	2.20	25.58
{0, 4}	{2}	2.20	39.29
{2, 4}	{0}	2.20	25.58
{19}	{13, 15}	2.40	10.00
{13}	{19, 15}	2.40	8.11
{15}	{19, 13}	2.40	8.57
{19, 13}	{15}	2.40	32.43
{19, 15}	{13}	2.40	34.29
{13, 15}	{19}	2.40	26.09
{2}	{14, 7}	2.60	9.85
{14}	{2, 7}	2.60	10.16
{7}	{2, 14}	2.60	10.83
{2, 14}	{7}	2.60	30.95
{2, 7}	{14}	2.60	43.33
{14, 7}	{2}	2.60	34.21
{0}	{1, 19}	1.60	5.97
{1}	{0, 19}	1.60	5.37
{19}	{0, 1}	1.60	6.67
{0, 1}	{19}	1.60	24.24
{0, 19}	{1}	1.60	22.86
{1, 19}	{0}	1.60	23.53
{2}	{12, 13}	2.40	9.09
{12}	{2, 13}	2.40	9.84
{13}	{2, 12}	2.40	8.11
{2, 12}	{13}	2.40	29.27
{2, 13}	{12}	2.40	27.27
{12, 13}	{2}	2.40	26.09
{17}	{2, 4}	1.80	7.56
{2}	{17, 4}	1.80	6.82
{4}	{17, 2}	1.80	7.32
{17, 2}	{4}	1.80	27.27
{17, 4}	{2}	1.80	32.14
{2, 4}	{17}	1.80	20.93
{8}	{2, 4}	3.40	7.52
{2}	{8, 4}	3.40	12.88
{4}	{8, 2}	3.40	13.82
{8, 2}	{4}	3.40	25.37
{8, 4}	{2}	3.40	28.81
{2, 4}	{8}	3.40	39.53
{9}	{2, 19}	1.80	6.47
{2}	{9, 19}	1.80	6.82
{19}	{9, 2}	1.80	7.50
{9, 2}	{19}	1.80	25.00
{9, 19}	{2}	1.80	28.12
{2, 19}	{9}	1.80	23.08
{9}	{12, 5}	3.60	12.95
{12}	{9, 5}	3.60	14.75
{5}	{9, 12}	3.60	14.29
{9, 12}	{5}	3.60	47.37
{9, 5}	{12}	3.60	40.00
{12, 5}	{9}	3.60	46.15
{18}	{19, 6}	3.20	11.59
{19}	{18, 6}	3.20	13.33
{6}	{18, 19}	3.20	14.16
{18, 19}	{6}	3.20	30.77
{18, 6}	{19}	3.20	44.44
{19, 6}	{18}	3.20	51.61
{16}	{12, 7}	2.60	6.13
{12}	{16, 7}	2.60	10.66
{7}	{16, 12}	2.60	10.83
{16, 12}	{7}	2.60	19.40
{16, 7}	{12}	2.60	26.53
{12, 7}	{16}	2.60	46.43
{18}	{11, 14}	1.40	5.07
{11}	{18, 14}	1.40	5.11
{14}	{18, 11}	1.40	5.47
{18, 11}	{14}	1.40	18.42
{18, 14}	{11}	1.40	18.92
{11, 14}	{18}	1.40	18.92
{3}	{1, 19}	2.40	8.00
{1}	{19, 3}	2.40	8.05
{19}	{1, 3}	2.40	10.00
{1, 3}	{19}	2.40	22.22
{19, 3}	{1}	2.40	33.33
{1, 19}	{3}	2.40	35.29
{16}	{14, 7}	3.40	8.02
{14}	{16, 7}	3.40	13.28
{7}	{16, 14}	3.40	14.17
{16, 14}	{7}	3.40	30.91
{16, 7}	{14}	3.40	34.69
{14, 7}	{16}	3.40	44.74
{3}	{13, 6}	1.00	3.33
{13}	{3, 6}	1.00	3.38
{6}	{3, 13}	1.00	4.42
{3, 13}	{6}	1.00	11.11
{3, 6}	{13}	1.00	16.13
{13, 6}	{3}	1.00	13.89
{10}	{4, 7}	1.60	5.52
{4}	{10, 7}	1.60	6.50
{7}	{10, 4}	1.60	6.67
{10, 4}	{7}	1.60	19.05
{10, 7}	{4}	1.60	26.67
{4, 7}	{10}	1.60	25.00
{15}	{6, 7}	2.20	7.86
{6}	{7, 15}	2.20	9.73
{7}	{6, 15}	2.20	9.17
{6, 15}	{7}	2.20	28.21
{7, 15}	{6}	2.20	36.67
{6, 7}	{15}	2.20	39.29
{9}	{2, 13}	2.40	8.63
{2}	{9, 13}	2.40	9.09
{13}	{9, 2}	2.40	8.11
{9, 2}	{13}	2.40	33.33
{9, 13}	{2}	2.40	33.33
{2, 13}	{9}	2.40	27.27
{0}	{5, 15}	2.60	9.70
{5}	{0, 15}	2.60	10.32
{15}	{0, 5}	2.60	9.29
{0, 5}	{15}	2.60	35.14
{0, 15}	{5}	2.60	28.89
{5, 15}	{0}	2.60	28.26
{0}	{17, 18}	3.00	11.19
{17}	{0, 18}	3.00	12.61
{18}	{0, 17}	3.00	10.87
{0, 17}	{18}	3.00	40.54
{0, 18}	{17}	3.00	35.71
{17, 18}	{0}	3.00	41.67
{0}	{14, 7}	3.00	11.19
{14}	{0, 7}	3.00	11.72
{7}	{0, 14}	3.00	12.50
{0, 14}	{7}	3.00	39.47
{0, 7}	{14}	3.00	40.54
{14, 7}	{0}	3.00	39.47
{1}	{2, 19}	2.20	7.38
{2}	{1, 19}	2.20	8.33
{19}	{1, 2}	2.20	9.17
{1, 2}	{19}	2.20	24.44
{1, 19}	{2}	2.20	32.35
{2, 19}	{1}	2.20	28.21
{1}	{12, 15}	3.60	12.08
{12}	{1, 15}	3.60	14.75
{15}	{1, 12}	3.60	12.86
{1, 12}	{15}	3.60	43.90
{1, 15}	{12}	3.60	33.33
{12, 15}	{1}	3.60	43.90
{8}	{3, 4}	7.40	16.37
{3}	{8, 4}	7.40	24.67
{4}	{8, 3}	7.40	30.08
{8, 3}	{4}	7.40	28.68
{8, 4}	{3}	7.40	62.71
{3, 4}	{8}	7.40	88.10
{3}	{9, 19}	1.40	4.67
{9}	{19, 3}	1.40	5.04
{19}	{9, 3}	1.40	5.83
{9, 3}	{19}	1.40	14.89
{19, 3}	{9}	1.40	19.44
{9, 19}	{3}	1.40	21.88
{10}	{12, 4}	1.80	6.21
{12}	{10, 4}	1.80	7.38
{4}	{10, 12}	1.80	7.32
{10, 12}	{4}	1.80	23.08
{10, 4}	{12}	1.80	21.43
{12, 4}	{10}	1.80	23.68
{17}	{3, 4}	2.00	8.40
{3}	{17, 4}	2.00	6.67
{4}	{17, 3}	2.00	8.13
{17, 3}	{4}	2.00	26.32
{17, 4}	{3}	2.00	35.71
{3, 4}	{17}	2.00	23.81
{12}	{6, 15}	3.00	12.30
{6}	{12, 15}	3.00	13.27
{15}	{12, 6}	3.00	10.71
{12, 6}	{15}	3.00	50.00
{12, 15}	{6}	3.00	36.59
{6, 15}	{12}	3.00	38.46
{18}	{3, 4}	2.60	9.42
{3}	{18, 4}	2.60	8.67
{4}	{18, 3}	2.60	10.57
{18, 3}	{4}	2.60	28.89
{18, 4}	{3}	2.60	33.33
{3, 4}	{18}	2.60	30.95
{18}	{11, 7}	3.00	10.87
{11}	{18, 7}	3.00	10.95
{7}	{18, 11}	3.00	12.50
{18, 11}	{7}	3.00	39.47
{18, 7}	{11}	3.00	42.86
{11, 7}	{18}	3.00	37.50
{17}	{11, 7}	1.40	5.88
{11}	{17, 7}	1.40	5.11
{7}	{17, 11}	1.40	5.83
{17, 11}	{7}	1.40	19.44
{17, 7}	{11}	1.40	25.93
{11, 7}	{17}	1.40	17.50
{8}	{16, 18}	9.60	21.24
{16}	{8, 18}	9.60	22.64
{18}	{8, 16}	9.60	34.78
{8, 16}	{18}	9.60	31.79
{8, 18}	{16}	9.60	64.86
{16, 18}	{8}	9.60	72.73
{1}	{2, 13}	2.60	8.72
{2}	{1, 13}	2.60	9.85
{13}	{1, 2}	2.60	8.78
{1, 2}	{13}	2.60	28.89
{1, 13}	{2}	2.60	25.49
{2, 13}	{1}	2.60	29.55
{8}	{11, 7}	4.20	9.29
{11}	{8, 7}	4.20	15.33
{7}	{8, 11}	4.20	17.50
{8, 11}	{7}	4.20	33.87
{8, 7}	{11}	4.20	36.21
{11, 7}	{8}	4.20	52.50
{0}	{9, 1}	2.40	8.96
{9}	{0, 1}	2.40	8.63
{1}	{0, 9}	2.40	8.05
{0, 9}	{1}	2.40	31.58
{0, 1}	{9}	2.40	36.36
{9, 1}	{0}	2.40	25.00
{0}	{9, 6}	1.80	6.72
{9}	{0, 6}	1.80	6.47
{6}	{0, 9}	1.80	7.96
{0, 9}	{6}	1.80	23.68
{0, 6}	{9}	1.80	26.47
{9, 6}	{0}	1.80	26.47
{0}	{2, 18}	2.60	9.70
{2}	{0, 18}	2.60	9.85
{18}	{0, 2}	2.60	9.42
{0, 2}	{18}	2.60	30.23
{0, 18}	{2}	2.60	30.95
{2, 18}	{0}	2.60	30.23
{9}	{5, 7}	1.80	6.47
{5}	{9, 7}	1.80	7.14
{7}	{9, 5}	1.80	7.50
{9, 5}	{7}	1.80	20.00
{9, 7}	{5}	1.80	26.47
{5, 7}	{9}	1.80	25.00
{10}	{18, 15}	2.80	9.66
{18}	{10, 15}	2.80	10.14
{15}	{10, 18}	2.80	10.00
{10, 18}	{15}	2.80	30.43
{10, 15}	{18}	2.80	31.82
{18, 15}	{10}	2.80	36.84
{19}	{12, 5}	2.60	10.83
{12}	{19, 5}	2.60	10.66
{5}	{19, 12}	2.60	10.32
{19, 12}	{5}	2.60	36.11
{19, 5}	{12}	2.60	36.11
{12, 5}	{19}	2.60	33.33
{17}	{18, 2}	2.20	9.24
{18}	{17, 2}	2.20	7.97
{2}	{17, 18}	2.20	8.33
{17, 18}	{2}	2.20	30.56
{17, 2}	{18}	2.20	33.33
{18, 2}	{17}	2.20	25.58
{19}	{12, 15}	2.20	9.17
{12}	{19, 15}	2.20	9.02
{15}	{19, 12}	2.20	7.86
{19, 12}	{15}	2.20	30.56
{19, 15}	{12}	2.20	31.43
{12, 15}	{19}	2.20	26.83
{16}	{0, 15}	3.60	8.49
{0}	{16, 15}	3.60	13.43
{15}	{16, 0}	3.60	12.86
{16, 0}	{15}	3.60	35.29
{16, 15}	{0}	3.60	26.09
{0, 15}	{16}	3.60	40.00
{17}	{11, 4}	2.00	8.40
{11}	{17, 4}	2.00	7.30
{4}	{17, 11}	2.00	8.13
{17, 11}	{4}	2.00	27.78
{17, 4}	{11}	2.00	35.71
{11, 4}	{17}	2.00	26.32
{16}	{10, 11}	4.20	9.91
{10}	{16, 11}	4.20	14.48
{11}	{16, 10}	4.20	15.33
{16, 10}	{11}	4.20	31.34
{16, 11}	{10}	4.20	34.43
{10, 11}	{16}	4.20	43.75
{12}	{5, 7}	1.80	7.38
{5}	{12, 7}	1.80	7.14
{7}	{12, 5}	1.80	7.50
{12, 5}	{7}	1.80	23.08
{12, 7}	{5}	1.80	32.14
{5, 7}	{12}	1.80	25.00
{16}	{9, 15}	4.40	10.38
{9}	{16, 15}	4.40	15.83
{15}	{16, 9}	4.40	15.71
{16, 9}	{15}	4.40	33.33
{16, 15}	{9}	4.40	31.88
{9, 15}	{16}	4.40	52.38
{16}	{11, 14}	3.00	7.08
{11}	{16, 14}	3.00	10.95
{14}	{16, 11}	3.00	11.72
{16, 11}	{14}	3.00	24.59
{16, 14}	{11}	3.00	27.27
{11, 14}	{16}	3.00	40.54
{17}	{12, 13}	2.60	10.92
{12}	{17, 13}	2.60	10.66
{13}	{17, 12}	2.60	8.78
{17, 12}	{13}	2.60	38.24
{17, 13}	{12}	2.60	37.14
{12, 13}	{17}	2.60	28.26
{8}	{13, 14}	4.40	9.73
{13}	{8, 14}	4.40	14.86
{14}	{8, 13}	4.40	17.19
{8, 13}	{14}	4.40	30.56
{8, 14}	{13}	4.40	39.29
{13, 14}	{8}	4.40	40.00
{16}	{19, 6}	3.40	8.02
{19}	{16, 6}	3.40	14.17
{6}	{16, 19}	3.40	15.04
{16, 19}	{6}	3.40	28.81
{16, 6}	{19}	3.40	31.48
{19, 6}	{16}	3.40	54.84
{0}	{18, 4}	2.20	8.21
{18}	{0, 4}	2.20	7.97
{4}	{0, 18}	2.20	8.94
{0, 18}	{4}	2.20	26.19
{0, 4}	{18}	2.20	39.29
{18, 4}	{0}	2.20	28.21
{1}	{3, 6}	1.20	4.03
{3}	{1, 6}	1.20	4.00
{6}	{1, 3}	1.20	5.31
{1, 3}	{6}	1.20	11.11
{1, 6}	{3}	1.20	17.14
{3, 6}	{1}	1.20	19.35
{17}	{3, 14}	2.00	8.40
{3}	{17, 14}	2.00	6.67
{14}	{17, 3}	2.00	7.81
{17, 3}	{14}	2.00	26.32
{17, 14}	{3}	2.00	34.48
{3, 14}	{17}	2.00	29.41
{3}	{12, 14}	1.60	5.33
{12}	{3, 14}	1.60	6.56
{14}	{3, 12}	1.60	6.25
{3, 12}	{14}	1.60	20.00
{3, 14}	{12}	1.60	23.53
{12, 14}	{3}	1.60	20.51
{17}	{18, 15}	2.60	10.92
{18}	{17, 15}	2.60	9.42
{15}	{17, 18}	2.60	9.29
{17, 18}	{15}	2.60	36.11
{17, 15}	{18}	2.60	35.14
{18, 15}	{17}	2.60	34.21
{8}	{18, 3}	8.20	18.14
{18}	{8, 3}	8.20	29.71
{3}	{8, 18}	8.20	27.33
{8, 18}	{3}	8.20	55.41
{8, 3}	{18}	8.20	31.78
{18, 3}	{8}	8.20	91.11
{8}	{3, 12}	6.80	15.04
{3}	{8, 12}	6.80	22.67
{12}	{8, 3}	6.80	27.87
{8, 3}	{12}	6.80	26.36
{8, 12}	{3}	6.80	57.63
{3, 12}	{8}	6.80	85.00
{8}	{17, 3}	6.80	15.04
{17}	{8, 3}	6.80	28.57
{3}	{8, 17}	6.80	22.67
{8, 17}	{3}	6.80	56.67
{8, 3}	{17}	6.80	26.36
{17, 3}	{8}	6.80	89.47
{16}	{18, 4}	3.60	8.49
{18}	{16, 4}	3.60	13.04
{4}	{16, 18}	3.60	14.63
{16, 18}	{4}	3.60	27.27
{16, 4}	{18}	3.60	33.96
{18, 4}	{16}	3.60	46.15
{0}	{19, 6}	2.00	7.46
{19}	{0, 6}	2.00	8.33
{6}	{0, 19}	2.00	8.85
{0, 19}	{6}	2.00	28.57
{0, 6}	{19}	2.00	29.41
{19, 6}	{0}	2.00	32.26
{11}	{4, 7}	2.80	10.22
{4}	{11, 7}	2.80	11.38
